transaction_id,timestamp,gateway_name,merchant_id,amount,currency,payment_method,status,error_code,settlement_status
tx_47376585,2026-09-05T06:51:00Z,AuthorizeNet,mer_22104,811.15,SGD,Debit Card,Success,None,Settled
tx_64634663,2026-09-04T14:30:00Z,Stripe,mer_88310,990.18,GBP,Google Pay,Success,None,Settled
tx_17270733,2026-09-05T07:00:00Z,CheckoutCom,mer_33211,152.13,CAD,Debit Card,Success,None,Settled
tx_35714784,2026-09-04T14:30:00Z,Braintree,mer_11023,214.57,EUR,Apple Pay,Success,None,Settled
tx_20117988,2026-09-04T23:08:00Z,Braintree,mer_88310,80.63,AUD,Credit Card,Success,None,Settled
tx_32321899,2026-09-04T21:53:00Z,AuthorizeNet,mer_11023,324.55,CAD,Credit Card,Success,None,Settled
tx_10289289,2026-09-04T21:20:00Z,Adyen,mer_11023,431.45,SGD,iDEAL,Success,None,Settled
tx_49823450,2026-09-04T15:26:00Z,Stripe,mer_77481,1104.93,USD,Apple Pay,Success,None,Settled
tx_88406989,2026-09-05T00:17:00Z,Braintree,mer_77481,240.36,AUD,Credit Card,Success,None,Settled
tx_89864260,2026-09-04T10:20:00Z,CheckoutCom,mer_22104,608.64,AUD,Credit Card,Failed,err_gateway_timeout,Unsettled
tx_15334035,2026-09-05T05:09:00Z,Stripe,mer_11023,987.77,AUD,Apple Pay,Success,None,Settled
tx_99889098,2026-09-04T18:44:00Z,PayPal,mer_44129,596.7,SGD,Credit Card,Success,None,Settled
tx_19736572,2026-09-04T08:20:00Z,AuthorizeNet,mer_77481,1497.69,USD,Credit Card,Failed,err_expired_card,Unsettled
tx_77898694,2026-09-04T17:04:00Z,PayPal,mer_44129,1321.89,EUR,Credit Card,Success,None,Settled
tx_68812137,2026-09-05T02:33:00Z,CheckoutCom,mer_44129,919.46,SGD,Credit Card,Refunded,None,Settled
tx_84437458,2026-09-04T18:14:00Z,CheckoutCom,mer_88310,1408.7,EUR,Debit Card,Success,None,Settled
tx_84252420,2026-09-04T13:19:00Z,Adyen,mer_44129,909.22,SGD,Klarna,Success,None,Pending
tx_95125977,2026-09-04T17:01:00Z,Braintree,mer_11023,380.43,USD,Credit Card,Refunded,None,Settled
tx_66851377,2026-09-04T17:27:00Z,Stripe,mer_88310,503.67,EUR,Apple Pay,Success,None,Pending
tx_69302158,2026-09-05T02:50:00Z,CheckoutCom,mer_11023,843.56,USD,Credit Card,Refunded,None,Settled
tx_30005727,2026-09-05T02:38:00Z,Stripe,mer_44129,875.85,EUR,Google Pay,Success,None,Settled
tx_51373735,2026-09-04T20:27:00Z,Stripe,mer_44129,319.06,EUR,Credit Card,Success,None,Pending
tx_64543049,2026-09-05T05:12:00Z,CheckoutCom,mer_22104,1389.02,EUR,Credit Card,Success,None,Settled
tx_13326769,2026-09-04T14:08:00Z,CheckoutCom,mer_44129,1174.67,CAD,Credit Card,Success,None,Settled
tx_24508349,2026-09-04T21:04:00Z,Stripe,mer_11023,337.54,CAD,Apple Pay,Success,None,Settled
tx_39920292,2026-09-04T08:49:00Z,CheckoutCom,mer_22104,600.71,GBP,Credit Card,Success,None,Settled
tx_96098221,2026-09-05T01:24:00Z,AuthorizeNet,mer_33211,1471.82,AUD,Debit Card,Success,None,Settled
tx_45059710,2026-09-04T14:06:00Z,Braintree,mer_44129,62.19,AUD,Debit Card,Success,None,Pending
tx_52101056,2026-09-04T22:54:00Z,Braintree,mer_77481,177.89,AUD,Google Pay,Success,None,Settled
tx_68526649,2026-09-04T08:04:00Z,Braintree,mer_77481,1031.85,SGD,Google Pay,Success,None,Settled
tx_19391725,2026-09-05T06:41:00Z,Adyen,mer_77481,474.3,USD,Klarna,Failed,err_cvv_mismatch,Unsettled
tx_99508850,2026-09-04T21:57:00Z,Adyen,mer_11023,1047.33,AUD,Apple Pay,Success,None,Settled
tx_99245317,2026-09-04T20:57:00Z,CheckoutCom,mer_33211,1354.69,AUD,Debit Card,Success,None,Pending
tx_10054484,2026-09-04T18:23:00Z,Adyen,mer_22104,647.68,AUD,Klarna,Success,None,Settled
tx_69345683,2026-09-05T07:04:00Z,PayPal,mer_77481,712.41,SGD,PayPal Wallet,Refunded,None,Settled
tx_21381064,2026-09-04T17:42:00Z,Braintree,mer_33211,951.25,GBP,Credit Card,Success,None,Pending
tx_51663795,2026-09-04T15:41:00Z,PayPal,mer_22104,41.52,EUR,Credit Card,Failed,err_insufficient_funds,Unsettled
tx_71124923,2026-09-04T22:09:00Z,CheckoutCom,mer_77481,295.68,SGD,Debit Card,Success,None,Settled
tx_42747037,2026-09-04T13:03:00Z,CheckoutCom,mer_33211,13.29,USD,Debit Card,Success,None,Settled
tx_79519112,2026-09-04T23:52:00Z,Stripe,mer_77481,377.55,USD,Google Pay,Success,None,Settled
tx_99600766,2026-09-05T02:08:00Z,Braintree,mer_77481,479.36,CAD,Debit Card,Failed,err_suspected_fraud,Unsettled
tx_31361812,2026-09-05T00:13:00Z,AuthorizeNet,mer_44129,1128.91,SGD,Debit Card,Failed,err_suspected_fraud,Unsettled
tx_94120751,2026-09-04T16:10:00Z,Adyen,mer_11023,120.84,GBP,Apple Pay,Success,None,Settled
tx_52910691,2026-09-05T02:27:00Z,Stripe,mer_22104,230.49,CAD,Debit Card,Refunded,None,Settled
tx_38716269,2026-09-04T10:12:00Z,AuthorizeNet,mer_11023,499.67,CAD,Debit Card,Success,None,Settled
tx_66390708,2026-09-04T21:18:00Z,Braintree,mer_33211,34.2,AUD,Debit Card,Success,None,Settled
tx_57212267,2026-09-04T18:12:00Z,AuthorizeNet,mer_11023,809.64,SGD,Credit Card,Success,None,Settled
tx_46632757,2026-09-04T22:53:00Z,AuthorizeNet,mer_88310,586.34,SGD,Debit Card,Refunded,None,Settled
tx_32151928,2026-09-04T23:58:00Z,PayPal,mer_77481,803.51,CAD,PayPal Wallet,Success,None,Pending
tx_67527432,2026-09-04T12:38:00Z,AuthorizeNet,mer_22104,80.18,CAD,Debit Card,Success,None,Settled
tx_53868501,2026-09-04T19:32:00Z,AuthorizeNet,mer_44129,1129.25,CAD,Debit Card,Success,None,Settled
tx_12601580,2026-09-05T02:25:00Z,Stripe,mer_44129,340.21,USD,Credit Card,Success,None,Settled
tx_36757737,2026-09-04T08:42:00Z,Braintree,mer_22104,361.62,CAD,Credit Card,Failed,err_expired_card,Unsettled
tx_72415804,2026-09-05T07:53:00Z,Adyen,mer_44129,255.84,AUD,Credit Card,Success,None,Settled
tx_24508768,2026-09-05T03:46:00Z,Stripe,mer_44129,865.82,CAD,Google Pay,Refunded,None,Settled
tx_36619372,2026-09-04T10:36:00Z,Braintree,mer_33211,1246.7,EUR,Credit Card,Refunded,None,Settled
tx_50477742,2026-09-05T07:22:00Z,Braintree,mer_88310,1195.36,AUD,Credit Card,Success,None,Pending
tx_67495923,2026-09-05T06:35:00Z,Adyen,mer_88310,761.41,GBP,Credit Card,Success,None,Settled
tx_24165187,2026-09-04T22:48:00Z,Adyen,mer_33211,1337.9,CAD,Apple Pay,Success,None,Settled
tx_80027662,2026-09-05T06:13:00Z,Adyen,mer_77481,1213.26,AUD,iDEAL,Success,None,Settled
tx_89520597,2026-09-04T17:10:00Z,Adyen,mer_22104,1246.94,USD,Klarna,Success,None,Settled
tx_72372114,2026-09-05T03:28:00Z,Braintree,mer_33211,571.59,USD,Debit Card,Success,None,Settled
tx_75437844,2026-09-04T15:15:00Z,Adyen,mer_44129,513.81,AUD,Klarna,Failed,err_insufficient_funds,Unsettled
tx_79340535,2026-09-04T14:32:00Z,Stripe,mer_22104,1081.51,CAD,Debit Card,Refunded,None,Settled
tx_73900135,2026-09-05T06:03:00Z,CheckoutCom,mer_11023,675.02,USD,Credit Card,Success,None,Settled
tx_64277800,2026-09-05T07:37:00Z,PayPal,mer_44129,997.62,GBP,Credit Card,Failed,err_gateway_timeout,Unsettled
tx_56138336,2026-09-04T22:32:00Z,CheckoutCom,mer_77481,499.53,SGD,Debit Card,Success,None,Settled
tx_43742830,2026-09-04T15:53:00Z,Stripe,mer_33211,292.91,USD,Debit Card,Success,None,Settled
tx_74988034,2026-09-04T17:27:00Z,CheckoutCom,mer_77481,1465.03,AUD,Debit Card,Success,None,Settled
tx_49761527,2026-09-04T15:46:00Z,Adyen,mer_22104,456.89,SGD,Apple Pay,Success,None,Settled
tx_17318358,2026-09-05T02:54:00Z,Adyen,mer_33211,1416.41,SGD,iDEAL,Success,None,Settled
tx_87049595,2026-09-04T17:43:00Z,AuthorizeNet,mer_11023,663.5,EUR,Credit Card,Success,None,Settled
tx_25312516,2026-09-04T10:14:00Z,AuthorizeNet,mer_11023,115.75,SGD,Credit Card,Success,None,Settled
tx_85543051,2026-09-04T18:23:00Z,Stripe,mer_22104,182.09,CAD,Debit Card,Failed,err_suspected_fraud,Unsettled
tx_70467027,2026-09-04T23:07:00Z,Adyen,mer_77481,1485.1,GBP,Credit Card,Failed,err_user_cancelled,Unsettled
tx_23318904,2026-09-04T15:06:00Z,CheckoutCom,mer_22104,400.65,USD,Credit Card,Success,None,Settled
tx_84087145,2026-09-04T10:34:00Z,PayPal,mer_88310,615.73,SGD,Credit Card,Success,None,Settled
tx_41068214,2026-09-04T17:51:00Z,CheckoutCom,mer_44129,1055.97,CAD,Credit Card,Refunded,None,Settled
tx_41329612,2026-09-04T17:02:00Z,CheckoutCom,mer_77481,993.47,EUR,Debit Card,Success,None,Pending
tx_40173413,2026-09-05T06:07:00Z,PayPal,mer_44129,1240.81,USD,PayPal Wallet,Success,None,Settled
tx_89865458,2026-09-05T03:26:00Z,Adyen,mer_11023,190.91,SGD,Klarna,Refunded,None,Settled
tx_64023778,2026-09-04T17:18:00Z,Braintree,mer_77481,743.22,USD,Credit Card,Success,None,Pending
tx_53261270,2026-09-05T04:37:00Z,Adyen,mer_88310,141.53,SGD,Credit Card,Refunded,None,Settled
tx_46173157,2026-09-05T03:41:00Z,Stripe,mer_22104,708.4,SGD,Google Pay,Success,None,Settled
tx_88561612,2026-09-04T22:53:00Z,CheckoutCom,mer_11023,1453.74,CAD,Debit Card,Success,None,Settled
tx_53091709,2026-09-05T06:53:00Z,Stripe,mer_22104,498.06,SGD,Google Pay,Success,None,Pending
tx_63747791,2026-09-05T02:47:00Z,Stripe,mer_11023,136.65,GBP,Apple Pay,Success,None,Settled
tx_79067939,2026-09-04T08:03:00Z,CheckoutCom,mer_77481,695.65,USD,Credit Card,Failed,err_cvv_mismatch,Unsettled
tx_93568503,2026-09-05T01:01:00Z,CheckoutCom,mer_11023,1141.19,EUR,Debit Card,Failed,err_expired_card,Unsettled
tx_48658617,2026-09-04T22:58:00Z,CheckoutCom,mer_11023,186.53,SGD,Credit Card,Refunded,None,Settled
tx_31257157,2026-09-04T18:37:00Z,Braintree,mer_88310,830.62,USD,Google Pay,Success,None,Settled
tx_25766039,2026-09-05T06:07:00Z,PayPal,mer_11023,1399.32,GBP,Credit Card,Success,None,Settled
tx_73380266,2026-09-04T16:20:00Z,AuthorizeNet,mer_77481,221.24,EUR,Credit Card,Success,None,Settled
tx_65692629,2026-09-04T19:37:00Z,Braintree,mer_44129,1231.72,GBP,Apple Pay,Failed,err_gateway_timeout,Unsettled
tx_98575748,2026-09-05T00:43:00Z,PayPal,mer_11023,810.18,GBP,Credit Card,Failed,err_gateway_timeout,Unsettled
tx_60628276,2026-09-04T23:33:00Z,Adyen,mer_22104,1471.26,EUR,iDEAL,Success,None,Settled
tx_15858241,2026-09-04T18:52:00Z,CheckoutCom,mer_11023,1059.32,CAD,Debit Card,Refunded,None,Settled
tx_97512508,2026-09-04T13:12:00Z,AuthorizeNet,mer_88310,193.74,AUD,Debit Card,Success,None,Settled
tx_23383077,2026-09-05T01:58:00Z,AuthorizeNet,mer_88310,1085.05,CAD,Credit Card,Success,None,Settled
tx_45570755,2026-09-04T19:34:00Z,Braintree,mer_33211,599.24,USD,Apple Pay,Refunded,None,Settled
tx_81621574,2026-09-04T20:59:00Z,Adyen,mer_33211,1079.48,CAD,Credit Card,Failed,err_insufficient_funds,Unsettled
tx_41510328,2026-09-05T05:33:00Z,CheckoutCom,mer_44129,1496.15,SGD,Credit Card,Success,None,Settled
tx_95060193,2026-09-04T11:26:00Z,AuthorizeNet,mer_22104,1042.53,USD,Credit Card,Success,None,Settled
tx_49375156,2026-09-04T20:15:00Z,Adyen,mer_11023,222.63,AUD,iDEAL,Failed,err_user_cancelled,Unsettled
tx_34166826,2026-09-04T13:49:00Z,PayPal,mer_88310,916.19,CAD,PayPal Wallet,Success,None,Pending
tx_29208935,2026-09-04T15:56:00Z,AuthorizeNet,mer_33211,384.7,GBP,Credit Card,Success,None,Settled
tx_83363160,2026-09-04T13:24:00Z,Stripe,mer_11023,1418.13,AUD,Apple Pay,Refunded,None,Settled
tx_66949781,2026-09-05T07:34:00Z,Adyen,mer_11023,1268.73,EUR,iDEAL,Success,None,Settled
tx_41837210,2026-09-04T21:02:00Z,Braintree,mer_44129,864.34,SGD,Apple Pay,Success,None,Pending
tx_63124147,2026-09-04T17:23:00Z,Stripe,mer_77481,1298.28,SGD,Credit Card,Failed,err_user_cancelled,Unsettled
tx_76669607,2026-09-04T17:47:00Z,PayPal,mer_77481,1203.89,EUR,PayPal Wallet,Failed,err_cvv_mismatch,Unsettled
tx_98473848,2026-09-05T07:15:00Z,PayPal,mer_33211,150.26,SGD,PayPal Wallet,Success,None,Settled
tx_14478111,2026-09-05T03:47:00Z,Adyen,mer_33211,201.46,GBP,Klarna,Refunded,None,Settled
tx_65767881,2026-09-04T14:00:00Z,PayPal,mer_22104,1180.84,GBP,Credit Card,Success,None,Settled
tx_74672520,2026-09-04T18:05:00Z,CheckoutCom,mer_44129,1207.33,CAD,Credit Card,Success,None,Settled
tx_63339667,2026-09-05T03:02:00Z,Adyen,mer_88310,1187.07,USD,Klarna,Failed,err_insufficient_funds,Unsettled
tx_71040347,2026-09-04T20:35:00Z,CheckoutCom,mer_33211,1010.15,AUD,Debit Card,Refunded,None,Settled
tx_59858348,2026-09-04T11:42:00Z,CheckoutCom,mer_22104,709.86,AUD,Debit Card,Failed,err_expired_card,Unsettled
tx_96926431,2026-09-04T10:10:00Z,CheckoutCom,mer_11023,1364.53,GBP,Debit Card,Success,None,Settled
tx_16086345,2026-09-04T09:17:00Z,Adyen,mer_11023,178.6,EUR,Apple Pay,Success,None,Settled
tx_59796322,2026-09-05T06:54:00Z,CheckoutCom,mer_33211,1419.23,CAD,Credit Card,Success,None,Pending
tx_23290458,2026-09-05T00:43:00Z,Braintree,mer_11023,1408.88,GBP,Credit Card,Refunded,None,Settled
tx_59731689,2026-09-04T15:25:00Z,AuthorizeNet,mer_11023,1426.08,GBP,Credit Card,Refunded,None,Settled
tx_59302863,2026-09-05T02:36:00Z,CheckoutCom,mer_44129,95.52,GBP,Credit Card,Success,None,Settled
tx_22304198,2026-09-05T06:38:00Z,PayPal,mer_33211,961.04,USD,PayPal Wallet,Success,None,Settled
tx_26901217,2026-09-05T03:17:00Z,PayPal,mer_88310,1245.58,AUD,PayPal Wallet,Failed,err_expired_card,Unsettled
tx_41272553,2026-09-04T19:13:00Z,PayPal,mer_77481,9.24,EUR,PayPal Wallet,Failed,err_cvv_mismatch,Unsettled
tx_33420607,2026-09-04T11:46:00Z,CheckoutCom,mer_88310,202.05,GBP,Credit Card,Failed,err_cvv_mismatch,Unsettled
tx_12118101,2026-09-04T13:57:00Z,Adyen,mer_88310,194.5,CAD,Credit Card,Refunded,None,Settled
tx_18530615,2026-09-05T00:16:00Z,AuthorizeNet,mer_44129,772.29,USD,Debit Card,Failed,err_expired_card,Unsettled
tx_92558242,2026-09-04T09:29:00Z,CheckoutCom,mer_33211,784.57,CAD,Credit Card,Success,None,Settled
tx_63904155,2026-09-04T22:34:00Z,CheckoutCom,mer_88310,737.95,CAD,Credit Card,Success,None,Settled
tx_91644298,2026-09-04T13:04:00Z,Stripe,mer_22104,416.15,SGD,Apple Pay,Success,None,Pending
tx_81210133,2026-09-04T18:04:00Z,AuthorizeNet,mer_77481,910.11,USD,Credit Card,Refunded,None,Settled
tx_97364555,2026-09-05T02:50:00Z,CheckoutCom,mer_22104,647.95,EUR,Debit Card,Success,None,Settled
tx_63516659,2026-09-04T22:12:00Z,CheckoutCom,mer_88310,472.26,GBP,Debit Card,Success,None,Settled
tx_73655158,2026-09-04T10:18:00Z,Stripe,mer_88310,144.38,USD,Apple Pay,Success,None,Pending
tx_18050510,2026-09-05T04:02:00Z,Braintree,mer_77481,497.82,USD,Debit Card,Success,None,Pending
tx_66765623,2026-09-04T09:46:00Z,Adyen,mer_77481,472.11,USD,Apple Pay,Success,None,Pending
tx_74718365,2026-09-04T15:40:00Z,Stripe,mer_44129,1268.83,GBP,Credit Card,Success,None,Pending
tx_40354559,2026-09-04T22:39:00Z,Braintree,mer_77481,922.29,SGD,Credit Card,Failed,err_user_cancelled,Unsettled
tx_45896226,2026-09-04T09:00:00Z,PayPal,mer_44129,1055.53,GBP,Credit Card,Success,None,Settled
tx_34347841,2026-09-04T12:54:00Z,Braintree,mer_33211,604.17,EUR,Credit Card,Success,None,Pending
tx_81200181,2026-09-04T15:21:00Z,AuthorizeNet,mer_11023,683.2,EUR,Debit Card,Success,None,Pending
tx_53537934,2026-09-05T03:23:00Z,Braintree,mer_88310,1325.6,EUR,Google Pay,Failed,err_insufficient_funds,Unsettled
tx_20949687,2026-09-04T17:18:00Z,AuthorizeNet,mer_33211,638.9,AUD,Debit Card,Success,None,Settled
tx_38933176,2026-09-05T01:30:00Z,Stripe,mer_44129,647.72,GBP,Google Pay,Failed,err_user_cancelled,Unsettled
tx_51395350,2026-09-04T09:34:00Z,PayPal,mer_11023,1476.75,USD,PayPal Wallet,Success,None,Settled
tx_38351344,2026-09-04T12:42:00Z,Adyen,mer_44129,495.54,USD,iDEAL,Refunded,None,Settled
tx_67801537,2026-09-04T14:00:00Z,PayPal,mer_11023,801.21,EUR,Credit Card,Success,None,Settled
tx_15677713,2026-09-04T22:54:00Z,Stripe,mer_11023,1382.14,GBP,Google Pay,Failed,err_suspected_fraud,Unsettled
tx_95918360,2026-09-04T22:16:00Z,Adyen,mer_88310,610.52,GBP,Apple Pay,Failed,err_suspected_fraud,Unsettled
tx_58567046,2026-09-04T11:01:00Z,AuthorizeNet,mer_88310,368.76,AUD,Debit Card,Failed,err_insufficient_funds,Unsettled
tx_63118906,2026-09-04T18:36:00Z,CheckoutCom,mer_44129,336.25,EUR,Credit Card,Failed,err_user_cancelled,Unsettled
tx_25304396,2026-09-05T02:07:00Z,Braintree,mer_22104,1359.35,GBP,Apple Pay,Refunded,None,Settled
tx_96629889,2026-09-04T13:03:00Z,PayPal,mer_88310,223.93,EUR,PayPal Wallet,Failed,err_expired_card,Unsettled
tx_97980930,2026-09-04T10:35:00Z,PayPal,mer_33211,743.7,AUD,Credit Card,Refunded,None,Settled
tx_85764804,2026-09-05T05:57:00Z,CheckoutCom,mer_77481,488.2,SGD,Debit Card,Success,None,Settled
tx_19165226,2026-09-05T00:01:00Z,AuthorizeNet,mer_33211,457.72,GBP,Credit Card,Success,None,Pending
tx_19957701,2026-09-04T18:36:00Z,AuthorizeNet,mer_11023,61.22,GBP,Debit Card,Success,None,Pending
tx_22119391,2026-09-05T05:00:00Z,Braintree,mer_77481,579.8,AUD,Credit Card,Success,None,Pending
tx_97488142,2026-09-04T14:26:00Z,Adyen,mer_77481,716.07,EUR,Credit Card,Success,None,Settled
tx_56095437,2026-09-04T10:53:00Z,Braintree,mer_33211,262.98,EUR,Debit Card,Success,None,Pending
tx_80162053,2026-09-05T04:49:00Z,PayPal,mer_44129,562.41,GBP,Credit Card,Success,None,Settled
tx_90246882,2026-09-04T09:48:00Z,CheckoutCom,mer_33211,505.3,GBP,Credit Card,Failed,err_user_cancelled,Unsettled
tx_61883769,2026-09-04T17:42:00Z,Adyen,mer_33211,1278.09,AUD,Apple Pay,Success,None,Settled
tx_88213973,2026-09-05T06:40:00Z,PayPal,mer_44129,468.8,SGD,Credit Card,Success,None,Pending
tx_21370793,2026-09-04T18:35:00Z,Braintree,mer_11023,967.02,GBP,Google Pay,Refunded,None,Settled
tx_80651318,2026-09-04T11:12:00Z,CheckoutCom,mer_33211,637.99,GBP,Credit Card,Success,None,Settled
tx_34194479,2026-09-04T15:19:00Z,Adyen,mer_11023,292.05,EUR,Apple Pay,Success,None,Settled
tx_23574883,2026-09-05T01:20:00Z,Braintree,mer_33211,1326.1,USD,Apple Pay,Failed,err_expired_card,Unsettled
tx_90161060,2026-09-04T20:52:00Z,PayPal,mer_22104,275.36,SGD,PayPal Wallet,Refunded,None,Settled
tx_68743530,2026-09-04T09:30:00Z,AuthorizeNet,mer_44129,1016.16,EUR,Debit Card,Failed,err_cvv_mismatch,Unsettled
tx_70254091,2026-09-04T16:00:00Z,Braintree,mer_22104,467.65,CAD,Google Pay,Success,None,Pending
tx_86560394,2026-09-04T23:03:00Z,AuthorizeNet,mer_44129,1168.3,AUD,Debit Card,Success,None,Settled
